txid,bookingdate,issuercountrycode,txvariantcode,bin,amount,currencycode,shoppercountrycode,shopperinteraction,simple_journal,cardverificationcodesupplied,cvcresponsecode,creationdate,accountcode,mail_id,ip_id,card_id
14855,2015-09-30 21:40:17,MX,mccredit,518004,90930,MXN,MX,Ecommerce,Refused,TRUE,0,2015-09-30 21:40:17,MexicoAccount,email335920,ip83989,card196369
14856,2015-09-30 21:44:05,MX,mccredit,528843,129900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-09-30 21:44:05,MexicoAccount,email108304,ip111936,card238389
14858,2015-09-30 21:46:18,MX,visaclassic,491284,69930,MXN,MX,Ecommerce,Refused,TRUE,0,2015-09-30 21:46:17,MexicoAccount,email250803,ip68876,card171418
14859,2015-09-30 21:47:15,MX,mccredit,528843,129900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-09-30 21:47:15,MexicoAccount,email108304,ip111936,card238389
14860,2015-09-30 21:48:44,MX,mccredit,528843,129900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-09-30 21:48:44,MexicoAccount,email108304,ip111936,card40780
14861,2015-09-30 21:51:42,MX,visaclassic,477210,119800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-09-30 21:51:41,MexicoAccount,email88774,ip81990,card216534
14862,2015-09-30 21:53:49,MX,visaclassic,477210,119800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-09-30 21:53:49,MexicoAccount,email88774,ip81990,card216534
14865,2015-09-30 22:21:41,MX,visaclassic,493172,89900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-09-30 22:21:40,MexicoAccount,email49358,ip64602,card249206
14866,2015-09-30 22:22:50,MX,mccredit,528843,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-09-30 22:22:50,MexicoAccount,email108304,ip111936,card238389
14867,2015-09-30 22:55:43,MX,mccredit,547046,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-09-30 22:55:43,MexicoAccount,email108304,ip111936,card230937
14870,2015-09-30 23:32:48,MX,mccredit,547046,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-09-30 23:32:47,MexicoAccount,email89852,ip83859,card113920
14871,2015-09-30 23:51:59,MX,visagold,491283,279145,MXN,MX,Ecommerce,Refused,TRUE,0,2015-09-30 23:51:57,MexicoAccount,email102452,ip80753,card154881
14872,2015-09-30 23:57:49,MX,mccredit,548234,279145,MXN,MX,Ecommerce,Refused,TRUE,0,2015-09-30 23:57:48,MexicoAccount,email102452,ip80753,card12954
14873,2015-10-01 00:00:46,MX,visadebit,491566,48900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 00:00:46,MexicoAccount,email8668,ip113965,card75263
14875,2015-10-01 00:03:13,MX,visadebit,491566,48900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 00:03:13,MexicoAccount,email8668,ip113965,card75263
14876,2015-10-01 00:05:20,MX,mccredit,548234,279145,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 00:05:20,MexicoAccount,email102452,ip80753,card12954
14877,2015-10-01 00:07:19,MX,visagold,491283,279145,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 00:07:19,MexicoAccount,email102452,ip80753,card154881
14878,2015-10-01 00:26:00,MX,mccredit,528843,239700,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 00:26:00,MexicoAccount,email108304,ip111936,card265072
14879,2015-10-01 00:29:09,MX,mccredit,528843,149800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 00:29:09,MexicoAccount,email108304,ip111936,card265072
14880,2015-10-01 01:16:30,MX,visadebit,491089,249900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 01:16:30,MexicoAccount,email108267,ip66941,card266382
14881,2015-10-01 01:19:21,MX,visadebit,491089,249900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 01:19:21,MexicoAccount,email108267,ip66941,card266382
14888,2015-10-01 01:54:44,MX,visaclassic,494133,144415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 01:54:44,MexicoAccount,email188213,ip82886,card168648
14889,2015-10-01 01:55:47,MX,visaclassic,494133,144415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 01:55:47,MexicoAccount,email188213,ip82886,card168648
14890,2015-10-01 01:59:50,US,visaclassic,426428,99900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 01:59:50,MexicoAccount,email35137,ip79352,card204443
14891,2015-10-01 02:00:49,MX,visaclassic,491871,99900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 02:00:49,MexicoAccount,email35137,ip79352,card76819
14892,2015-10-01 03:26:20,MX,visagold,491283,545440,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 03:26:19,MexicoAccount,email92396,ip79132,card265759
14893,2015-10-01 03:27:42,MX,visagold,491283,545440,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 03:27:41,MexicoAccount,email92396,ip79132,card265759
14894,2015-10-01 03:28:52,MX,visagold,491283,545440,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 03:28:52,MexicoAccount,email92396,ip79132,card265759
14895,2015-10-01 03:30:13,MX,visagold,491283,545440,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 03:30:12,MexicoAccount,email92396,ip79132,card265759
14896,2015-10-01 03:31:48,MX,visagold,491283,545440,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 03:31:46,MexicoAccount,email92396,ip79132,card265759
14897,2015-10-01 03:33:43,MX,visagold,491283,545440,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 03:33:43,MexicoAccount,email92396,ip79132,card265759
14898,2015-10-01 03:39:06,MX,visagold,491283,545440,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 03:39:06,MexicoAccount,email92396,ip79132,card265759
14899,2015-10-01 03:40:28,MX,mccredit,547046,301700,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 03:40:28,MexicoAccount,email246930,ip111377,card104416
14900,2015-10-01 03:42:22,MX,mccredit,547046,301700,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 03:42:21,MexicoAccount,email246930,ip111377,card144093
14901,2015-10-01 03:44:25,MX,mccredit,547046,301700,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 03:44:25,MexicoAccount,email246930,ip111377,card253936
14902,2015-10-01 03:46:16,MX,mccredit,547046,301700,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 03:46:16,MexicoAccount,email246930,ip111377,card258046
14903,2015-10-01 03:48:03,MX,mccredit,547046,301700,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 03:48:03,MexicoAccount,email246930,ip111377,card154394
14904,2015-10-01 03:50:08,MX,mccredit,547046,301700,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 03:50:08,MexicoAccount,email246930,ip111377,card110622
14905,2015-10-01 03:57:36,MX,mccredit,547046,279800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 03:57:36,MexicoAccount,email246930,ip111377,card110622
14906,2015-10-01 04:15:22,MX,visaclassic,477291,87920,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 04:15:14,MexicoAccount,email56001,ip75653,card219730
14908,2015-10-01 04:29:39,MX,visagold,491283,545440,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 04:29:39,MexicoAccount,email105379,ip79132,card265759
14909,2015-10-01 04:31:44,MX,visagold,491283,545440,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 04:31:44,MexicoAccount,email105379,ip79132,card265759
14910,2015-10-01 04:33:54,MX,visadebit,491566,48900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 04:33:54,MexicoAccount,email8668,ip79154,card75263
14911,2015-10-01 04:55:05,MX,visadebit,421316,183840,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 04:55:05,MexicoAccount,email119426,ip83189,card172977
14912,2015-10-01 04:57:27,MX,visadebit,421316,183840,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 04:57:27,MexicoAccount,email119426,ip83189,card172977
14913,2015-10-01 04:57:57,MX,visadebit,491566,251790,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 04:57:57,MexicoAccount,email156594,ip70618,card236309
14914,2015-10-01 04:58:58,MX,visadebit,491566,251790,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 04:58:58,MexicoAccount,email156594,ip70618,card236309
14915,2015-10-01 05:08:43,MX,mccredit,557920,289310,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 05:08:43,MexicoAccount,email194683,ip80689,card254367
14916,2015-10-01 05:14:52,MX,mccredit,520416,54900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 05:14:52,MexicoAccount,email131822,ip61684,card6039
14918,2015-10-01 05:39:20,MX,mccredit,528074,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 05:39:20,MexicoAccount,email22789,ip70014,card243920
14919,2015-10-01 05:40:40,MX,visaplatinum,413406,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 05:40:38,MexicoAccount,email22789,ip70014,card258750
14920,2015-10-01 05:41:16,MX,visagold,491283,322680,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 05:41:14,MexicoAccount,email110481,ip82648,card197150
14921,2015-10-01 05:41:23,MX,visaplatinum,413406,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 05:41:23,MexicoAccount,email22789,ip70014,card26320
14922,2015-10-01 05:42:02,MX,visaplatinum,413406,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 05:42:02,MexicoAccount,email22789,ip70014,card245580
14923,2015-10-01 05:43:19,MX,mccredit,528843,259800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 05:43:19,MexicoAccount,email169049,ip111747,card213999
14924,2015-10-01 05:44:31,MX,mccredit,549138,259800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 05:44:31,MexicoAccount,email169049,ip111747,card101211
14925,2015-10-01 05:50:34,MX,visagold,477213,189900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 05:50:34,MexicoAccount,email169152,ip79996,card89558
14926,2015-10-01 05:55:47,MX,visaclassic,477291,251790,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 05:55:39,MexicoAccount,email156594,ip70618,card140750
14927,2015-10-01 06:07:56,MX,mccredit,530056,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 06:07:56,MexicoAccount,email131838,ip69943,card61486
14928,2015-10-01 06:09:30,MX,visadebit,491566,119900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 06:09:30,MexicoAccount,email131838,ip69943,card222266
14932,2015-10-01 06:37:08,MX,visagold,491283,545440,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 06:37:08,MexicoAccount,email105379,ip79132,card265759
14933,2015-10-01 06:52:24,MX,mccredit,517712,55900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 06:52:24,MexicoAccount,email239734,ip70955,card43193
14934,2015-10-01 06:53:17,MX,mcdebit,525678,55900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 06:53:17,MexicoAccount,email239734,ip70955,card131530
14935,2015-10-01 06:55:36,MX,visaclassic,491284,545305,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 06:55:34,MexicoAccount,email6536,ip84577,card257769
14936,2015-10-01 07:17:29,MX,mcdebit,525678,99900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 07:17:28,MexicoAccount,email154437,ip67613,card49721
14939,2015-10-01 07:23:08,MX,visagold,477213,139900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 07:23:08,MexicoAccount,email270800,ip78322,card251370
14941,2015-10-01 08:12:49,MX,mccredit,547046,349800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 08:12:48,MexicoAccount,email195634,ip82212,card42988
14942,2015-10-01 08:13:45,MX,mccredit,547046,349800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 08:13:45,MexicoAccount,email195634,ip82212,card110622
14943,2015-10-01 08:14:35,MX,mccredit,547046,349800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 08:14:35,MexicoAccount,email195634,ip82212,card66448
14944,2015-10-01 08:15:21,MX,mccredit,547146,349800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 08:15:21,MexicoAccount,email195634,ip82212,card156509
14945,2015-10-01 08:16:04,MX,mccredit,547046,349800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 08:16:04,MexicoAccount,email195634,ip82212,card154394
14946,2015-10-01 08:16:58,MX,mccredit,547046,349800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 08:16:58,MexicoAccount,email195634,ip82212,card253936
14947,2015-10-01 08:17:44,MX,mccredit,547046,349800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 08:17:44,MexicoAccount,email195634,ip82212,card258046
14948,2015-10-01 08:18:26,MX,mccredit,547046,349800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 08:18:26,MexicoAccount,email195634,ip82212,card1250
14949,2015-10-01 08:48:25,MX,visadebit,415231,109900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 08:48:17,MexicoAccount,email344569,ip66336,card83072
14950,2015-10-01 09:15:56,MX,visadebit,415231,109900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 09:15:55,MexicoAccount,email344569,ip66336,card27027
14951,2015-10-01 09:16:35,MX,visadebit,415231,109900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 09:16:35,MexicoAccount,email344569,ip66336,card43712
14952,2015-10-01 09:17:30,MX,visadebit,415231,109900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 09:17:30,MexicoAccount,email344569,ip66336,card219434
14953,2015-10-01 09:18:01,MX,visadebit,415231,109900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 09:18:00,MexicoAccount,email344569,ip66336,card90678
14954,2015-10-01 09:18:32,MX,visadebit,415231,109900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 09:18:32,MexicoAccount,email344569,ip66336,card1103
14955,2015-10-01 09:22:17,MX,visadebit,415231,59800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 09:22:17,MexicoAccount,email344569,ip66336,card222620
14956,2015-10-01 09:22:58,MX,visadebit,415231,59800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 09:22:58,MexicoAccount,email344569,ip66336,card205868
14957,2015-10-01 09:23:23,MX,visadebit,415231,59800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 09:23:23,MexicoAccount,email344569,ip66336,card164877
14958,2015-10-01 09:46:31,MX,mccredit,522130,169915,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 09:46:31,MexicoAccount,email109398,ip81695,card95208
14959,2015-10-01 09:53:36,MX,visadebit,415231,99900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 09:53:36,MexicoAccount,email344568,ip66336,card65358
14960,2015-10-01 09:54:10,MX,visadebit,415231,99900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 09:54:10,MexicoAccount,email344568,ip66336,card249955
14961,2015-10-01 09:54:44,MX,visadebit,415231,99900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 09:54:44,MexicoAccount,email344568,ip66336,card159957
14962,2015-10-01 10:03:24,US,mccredit,549123,279800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 10:03:24,MexicoAccount,email213871,ip112669,card104219
14963,2015-10-01 10:12:47,MX,visadebit,415231,114900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 10:12:46,MexicoAccount,email205321,ip84682,card13377
14964,2015-10-01 10:13:42,MX,mccredit,551238,19900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 10:13:41,MexicoAccount,email153846,ip70517,card244161
14966,2015-10-01 14:49:43,MX,visadebit,491566,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 14:49:43,MexicoAccount,email22220,ip112915,card16783
14967,2015-10-01 16:45:21,MX,mccredit,520416,174080,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 16:45:21,MexicoAccount,email91347,ip113163,card52616
14968,2015-10-01 16:57:23,MX,mccredit,551238,149900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 16:57:23,MexicoAccount,email164491,ip71568,card191978
14969,2015-10-01 17:10:22,MX,mccredit,549138,91300,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 17:10:19,MexicoAccount,email344936,ip78988,card212074
14970,2015-10-01 17:21:04,US,visaclassic,451966,329900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 17:21:04,MexicoAccount,email335961,ip83096,card144524
14971,2015-10-01 17:22:53,US,visaclassic,451966,329900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 17:22:53,MexicoAccount,email335961,ip83096,card144524
14972,2015-10-01 17:24:05,US,visaclassic,451966,329900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 17:24:05,MexicoAccount,email335961,ip83096,card144524
14973,2015-10-01 17:28:39,US,visaclassic,451966,329900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 17:28:39,MexicoAccount,email335961,ip83096,card144524
14974,2015-10-01 17:29:32,US,visaclassic,451966,329900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 17:29:32,MexicoAccount,email335961,ip83096,card144524
14975,2015-10-01 18:20:21,MX,visadebit,491566,110415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 18:20:19,MexicoAccount,email153793,ip111144,card199030
14976,2015-10-01 18:22:52,MX,visadebit,491566,110415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 18:22:52,MexicoAccount,email153793,ip111144,card199030
14977,2015-10-01 18:26:45,MX,visadebit,491566,110415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 18:26:45,MexicoAccount,email153793,ip111144,card199030
14978,2015-10-01 18:26:48,MX,mccredit,528843,144800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 18:26:48,MexicoAccount,email278604,ip110773,card163027
14980,2015-10-01 18:28:05,MX,visadebit,491566,110415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 18:28:05,MexicoAccount,email153793,ip111144,card199030
14981,2015-10-01 18:28:44,MX,mccredit,518004,144800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 18:28:44,MexicoAccount,email278604,ip110773,card82957
14982,2015-10-01 18:30:31,MX,visadebit,491566,110415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 18:30:31,MexicoAccount,email153793,ip111144,card199030
14983,2015-10-01 19:05:06,MX,visaclassic,418094,516390,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 19:05:03,MexicoAccount,email318673,ip80827,card238039
14984,2015-10-01 19:45:20,MX,mccredit,520416,219315,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 19:45:19,MexicoAccount,email154440,ip83135,card248228
14985,2015-10-01 19:47:51,MX,visaclassic,477291,199900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 19:47:51,MexicoAccount,email265812,ip80398,card33570
14986,2015-10-01 19:48:44,MX,visaclassic,477291,199900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 19:48:44,MexicoAccount,email265812,ip80398,card188348
14987,2015-10-01 19:53:52,MX,visaplatinum,408244,127415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 19:53:52,MexicoAccount,email304053,ip67183,card259635
14988,2015-10-01 19:55:24,MX,visaplatinum,408244,127415,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 19:55:24,MexicoAccount,email304053,ip67183,card259635
14989,2015-10-01 20:20:26,MX,visadebit,491566,89900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 20:20:24,MexicoAccount,email296124,ip113512,card248660
14990,2015-10-01 20:20:56,MX,visadebit,491566,89900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 20:20:56,MexicoAccount,email296124,ip113512,card248660
14991,2015-10-01 20:21:35,MX,visadebit,409851,447680,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 20:21:35,MexicoAccount,email269024,ip82429,card100308
14992,2015-10-01 20:31:28,MX,mccredit,520416,713800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 20:31:26,MexicoAccount,email84176,ip114262,card188489
14993,2015-10-01 20:33:20,MX,mccredit,520416,713800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 20:33:19,MexicoAccount,email84176,ip114262,card188489
14994,2015-10-01 20:34:31,MX,visaclassic,491871,713800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 20:34:31,MexicoAccount,email84176,ip114262,card11949
14995,2015-10-01 20:36:21,US,visasignature,431307,713800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 20:36:21,MexicoAccount,email84176,ip114262,card63174
14996,2015-10-01 20:41:32,MX,mccredit,520416,713800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 20:41:32,MexicoAccount,email84176,ip114262,card188489
14997,2015-10-01 20:57:26,MX,mccredit,537830,589700,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 20:57:25,MexicoAccount,email169313,ip76891,card263972
14998,2015-10-01 21:11:52,MX,visaclassic,491572,249800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 21:11:52,MexicoAccount,email69572,ip83095,card22311
14999,2015-10-01 21:53:12,MX,mccredit,535875,59800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 21:53:12,MexicoAccount,email253068,ip80802,card119470
15000,2015-10-01 22:02:29,MX,visaclassic,494133,322830,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 22:02:28,MexicoAccount,email96735,ip70407,card215427
15001,2015-10-01 22:09:59,MX,mcdebit,525678,66400,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 22:09:58,MexicoAccount,email347034,ip66991,card263525
15002,2015-10-01 22:30:47,MX,mccredit,549949,199900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 22:30:46,MexicoAccount,email260034,ip61718,card241143
15003,2015-10-01 22:31:48,MX,mccredit,548234,199900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 22:31:47,MexicoAccount,email260034,ip61718,card112439
15004,2015-10-01 22:33:13,MX,visaclassic,493172,199900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 22:33:13,MexicoAccount,email260034,ip61718,card236144
15005,2015-10-01 22:49:48,MX,mccredit,547046,199900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 22:49:48,MexicoAccount,email260034,ip61718,card230420
15006,2015-10-01 22:55:30,MX,visaclassic,477291,179900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 22:55:29,MexicoAccount,email259190,ip66946,card190893
15007,2015-10-01 23:01:23,MX,mccredit,535875,239700,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 23:01:20,MexicoAccount,email229865,ip111636,card80032
15008,2015-10-01 23:08:57,MX,visadebit,402766,19900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 23:08:57,MexicoAccount,email51824,ip67765,card82213
15009,2015-10-01 23:09:36,MX,visadebit,402766,19900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 23:09:36,MexicoAccount,email51824,ip67765,card95093
15010,2015-10-01 23:10:07,MX,visadebit,402766,19900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 23:10:07,MexicoAccount,email51824,ip67765,card221169
15011,2015-10-01 23:10:36,MX,visadebit,402766,19900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 23:10:36,MexicoAccount,email51824,ip67765,card221556
15012,2015-10-01 23:11:13,MX,visadebit,402766,19900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 23:11:13,MexicoAccount,email51824,ip67765,card26749
15013,2015-10-01 23:26:44,MX,visagold,425981,199900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 23:26:44,MexicoAccount,email260034,ip61718,card121829
15014,2015-10-01 23:28:00,MX,visaclassic,462974,199900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 23:28:00,MexicoAccount,email260034,ip61718,card231285
15016,2015-10-01 23:38:24,MX,mccredit,547146,436315,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 23:38:24,MexicoAccount,email256194,ip69860,card245550
15017,2015-10-01 23:39:48,MX,mccredit,557920,14900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 23:39:48,MexicoAccount,email89206,ip82978,card69086
15018,2015-10-01 23:40:50,MX,mccredit,557920,14900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-01 23:40:50,MexicoAccount,email89206,ip82978,card69086
15020,2015-10-02 00:19:51,MX,visagold,477213,669500,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-02 00:19:51,MexicoAccount,email278751,ip112435,card251150
15021,2015-10-02 00:34:02,MX,visadebit,433454,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-02 00:34:02,MexicoAccount,email277208,ip82968,card190692
15022,2015-10-02 00:35:09,MX,mccredit,549138,29900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-02 00:35:08,MexicoAccount,email53789,ip78091,card116075
15023,2015-10-02 00:35:42,MX,mccredit,520416,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-02 00:35:41,MexicoAccount,email277208,ip82968,card19554
15024,2015-10-02 00:47:37,MX,mccredit,547046,199800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-02 00:47:37,MexicoAccount,email135079,ip82212,card249181
15025,2015-10-02 00:48:26,MX,mccredit,547046,199800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-02 00:48:26,MexicoAccount,email135079,ip82212,card125209
15026,2015-10-02 00:49:12,MX,mccredit,547046,199800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-02 00:49:12,MexicoAccount,email135079,ip82212,card214861
15027,2015-10-02 00:50:06,MX,mccredit,547046,199800,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-02 00:50:06,MexicoAccount,email135079,ip82212,card126589
15028,2015-10-02 00:51:31,MX,visagold,477213,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-02 00:51:30,MexicoAccount,email277208,ip82968,card258368
15029,2015-10-02 00:52:51,MX,visagold,455255,169900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-02 00:52:51,MexicoAccount,email277208,ip82968,card49068
15030,2015-10-02 00:58:06,US,mccredit,512107,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-02 00:58:06,MexicoAccount,email159725,ip76343,card270114
15031,2015-10-02 00:59:16,US,mccredit,512107,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-02 00:59:16,MexicoAccount,email159725,ip76343,card270114
15032,2015-10-02 01:05:04,MX,visadebit,491566,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-02 01:05:04,MexicoAccount,email159725,ip76343,card116551
15033,2015-10-02 01:05:05,US,mccredit,512107,109900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-02 01:05:05,MexicoAccount,email305986,ip65202,card239771
15034,2015-10-02 01:07:47,MX,visaclassic,418073,44900,MXN,MX,Ecommerce,Refused,TRUE,0,2015-10-02 01:07:47,MexicoAccount,email159725,ip76343,card121081
